ciudad,genero,area,salario,edad,antiguedad,nivel_educativo,estado_civil,hijos,turno,satisfaccion_laboral
Itagüí,Femenino,Operativos,5686550.6,56,40,Secundaria,Unión Libre,1,Diurno,4.9
Bello,Femenino,Operativos,2275331.37,20,17,Secundaria,Soltero,4,Mixto,3.2
Estrella,Femenino,Operativos,3832551.51,24,23,Secundaria,Viudo,1,Mixto,2.7
Estrella,Femenino,Operativos,4072276.12,45,30,Secundaria,Viudo,0,Mixto,5.5
Sabaneta,Masculino,Servicios Generales,3993267.74,29,6,Primaria,Soltero,2,Nocturno,2.5
Itagüí,Femenino,Operativos,3874076.45,30,30,Profesional,Soltero,3,Mixto,9.0
Itagüí,No Binario,Operativos,5731326.79,62,39,Secundaria,Viudo,1,Mixto,3.4
Estrella,Masculino,Operativos,5585617.82,24,6,Técnico,Unión Libre,1,Nocturno,5.9
Itagüí,Masculino,Servicios Generales,2831890.59,19,9,Profesional,Soltero,0,Nocturno,6.1
Sabaneta,No Binario,Operativos,3028236.59,50,6,Profesional,Soltero,0,Mixto,3.0
Envigado,No Binario,Operativos,5318780.55,29,14,Técnico,Soltero,2,Mixto,9.2
Itagüí,No Binario,Operativos,3867244.56,60,19,Secundaria,Unión Libre,0,Nocturno,6.3
Envigado,No Binario,Operativos,3379054.89,34,36,Tecnólogo,Casado,1,Mixto,6.9
Envigado,No Binario,Administrativa,6959295.04,19,27,Profesional,Soltero,0,Diurno,7.1
Bello,Masculino,Operativos,2015404.84,41,21,Primaria,Divorciado,2,Mixto,7.8
Estrella,No Binario,Operativos,3366052.1,61,9,Profesional,Unión Libre,1,Mixto,3.2
Bello,Femenino,Servicios Generales,3288994.09,32,1,Tecnólogo,Viudo,0,Diurno,7.0
Bello,Masculino,Operativos,3561882.31,29,0,Técnico,Soltero,1,Mixto,4.6
Envigado,No Binario,Servicios Generales,2000922.79,39,35,Secundaria,Viudo,1,Mixto,9.6
Envigado,Masculino,Operativos,4474969.74,48,33,Técnico,Viudo,0,Nocturno,1.2
Sabaneta,No Binario,Servicios Generales,3489683.59,36,12,Tecnólogo,Divorciado,1,Diurno,7.2
Medellín,No Binario,Operativos,4819313.43,28,35,Primaria,Unión Libre,4,Nocturno,3.9
Sabaneta,Masculino,Operativos,2879386.89,61,34,Primaria,Divorciado,0,Nocturno,8.3
Envigado,No Binario,Operativos,5742350.39,43,36,Técnico,Casado,0,Diurno,6.2
Itagüí,Masculino,Servicios Generales,3144252.41,61,20,Técnico,Soltero,4,Mixto,5.7
Itagüí,No Binario,Operativos,4990805.67,44,15,Tecnólogo,Soltero,2,Nocturno,5.3
Bello,Masculino,Operativos,4383664.99,21,16,Secundaria,Unión Libre,0,Nocturno,7.4
Itagüí,Masculino,Operativos,5166868.66,41,19,Técnico,Unión Libre,0,Mixto,2.7
Medellín,Masculino,Servicios Generales,2508926.92,21,39,Profesional,Unión Libre,0,Nocturno,8.5
Sabaneta,Femenino,Operativos,5702959.37,24,39,Profesional,Casado,1,Diurno,5.5
Envigado,Masculino,Servicios Generales,2579112.87,43,38,Posgrado,Casado,1,Diurno,7.9
Itagüí,Femenino,Operativos,5302283.89,49,17,Técnico,Soltero,1,Diurno,7.9
Bello,Femenino,Operativos,2427378.35,31,9,Profesional,Casado,1,Nocturno,5.4
Bello,Femenino,Operativos,5690417.77,47,6,Técnico,Divorciado,1,Nocturno,5.5
Medellín,Femenino,Operativos,2532568.56,24,3,Secundaria,Soltero,0,Diurno,7.3
Medellín,No Binario,Servicios Generales,2015626.18,53,35,Técnico,Soltero,3,Mixto,9.3
Envigado,Masculino,Operativos,4078912.94,47,39,Técnico,Soltero,1,Nocturno,9.9
Estrella,Femenino,Servicios Generales,2884531.07,28,17,Profesional,Soltero,0,Mixto,6.8
Bello,No Binario,Operativos,5674279.97,59,21,Técnico,Casado,2,Mixto,2.2
Itagüí,Masculino,Operativos,3706335.54,51,5,Profesional,Divorciado,0,Diurno,2.2
Estrella,Femenino,Administrativa,7562968.47,31,6,Tecnólogo,Viudo,0,Diurno,3.2
Bello,Femenino,Operativos,3647755.82,55,25,Posgrado,Divorciado,0,Mixto,2.9
Itagüí,Femenino,Administrativa,6584755.34,52,2,Técnico,Viudo,1,Diurno,2.9
Envigado,Femenino,Operativos,2138965.38,45,2,Secundaria,Viudo,0,Nocturno,1.4
Envigado,Femenino,Operativos,2471741.81,56,26,Tecnólogo,Soltero,0,Nocturno,7.8
Itagüí,Femenino,Servicios Generales,2183115.0,61,28,Técnico,Casado,1,Nocturno,1.1
Itagüí,Femenino,Operativos,4151072.4,18,0,Primaria,Soltero,3,Diurno,5.9
Sabaneta,Femenino,Servicios Generales,3500691.57,39,24,Profesional,Unión Libre,0,Nocturno,2.4
Estrella,Masculino,Administrativa,7292309.16,28,39,Técnico,Soltero,0,Nocturno,4.7
Medellín,Masculino,Operativos,3729808.42,24,28,Tecnólogo,Unión Libre,0,Nocturno,9.6
Medellín,No Binario,Operativos,4861180.9,35,31,Profesional,Soltero,2,Mixto,1.9
Envigado,Femenino,Servicios Generales,2171397.84,52,32,Técnico,Casado,1,Nocturno,4.5
Bello,Femenino,Operativos,2238839.07,18,33,Técnico,Casado,0,Nocturno,4.0
Estrella,Femenino,Operativos,5267205.36,24,24,Tecnólogo,Soltero,3,Nocturno,7.7
Envigado,No Binario,Operativos,3194118.67,23,9,Secundaria,Soltero,2,Nocturno,7.6
Itagüí,Masculino,Operativos,4163249.18,51,36,Profesional,Unión Libre,1,Diurno,3.5
Medellín,Masculino,Operativos,2430381.21,23,11,Tecnólogo,Soltero,0,Nocturno,5.0
Sabaneta,Femenino,Operativos,3890607.81,45,13,Posgrado,Casado,0,Nocturno,1.6
Sabaneta,Femenino,Operativos,4227252.21,33,6,Primaria,Soltero,3,Nocturno,6.0
Itagüí,Masculino,Operativos,5671645.5,38,10,Profesional,Divorciado,0,Mixto,7.0
Itagüí,Femenino,Servicios Generales,3514022.75,38,32,Técnico,Unión Libre,0,Mixto,5.9
Itagüí,Femenino,Operativos,2271916.43,37,38,Técnico,Unión Libre,1,Mixto,8.5
Itagüí,Femenino,Operativos,3213869.59,52,26,Profesional,Divorciado,1,Nocturno,6.9
Estrella,Femenino,Operativos,4341306.73,35,25,Secundaria,Viudo,0,Diurno,3.8
Estrella,Femenino,Operativos,5844949.13,38,40,Tecnólogo,Unión Libre,0,Nocturno,2.7
Itagüí,Masculino,Operativos,3371244.07,33,29,Técnico,Unión Libre,0,Diurno,5.6
Estrella,Femenino,Operativos,4896941.0,50,16,Secundaria,Casado,0,Nocturno,6.4
Medellín,Femenino,Operativos,2532167.45,42,14,Secundaria,Viudo,0,Diurno,6.0
Bello,Femenino,Operativos,2628680.78,32,32,Profesional,Soltero,3,Diurno,1.2
Bello,No Binario,Operativos,5285377.42,26,39,Profesional,Unión Libre,0,Mixto,9.0
Envigado,Femenino,Servicios Generales,2651413.34,31,21,Profesional,Viudo,0,Mixto,8.5
Estrella,Masculino,Operativos,3714860.95,35,18,Tecnólogo,Viudo,0,Mixto,2.9
Bello,Femenino,Operativos,5782364.51,29,35,Profesional,Unión Libre,0,Nocturno,3.6
Itagüí,Femenino,Operativos,4631747.43,44,37,Técnico,Soltero,1,Mixto,7.0
Envigado,No Binario,Administrativa,6874842.02,27,16,Profesional,Unión Libre,1,Nocturno,1.8
Estrella,Masculino,Operativos,4729226.51,31,16,Técnico,Soltero,3,Nocturno,8.5
Medellín,Masculino,Operativos,3280296.05,54,39,Posgrado,Casado,0,Nocturno,1.9
Itagüí,Masculino,Operativos,4395358.02,19,32,Tecnólogo,Divorciado,1,Diurno,3.2
Envigado,Femenino,Operativos,4350403.05,38,4,Tecnólogo,Divorciado,0,Nocturno,9.2
Medellín,Femenino,Servicios Generales,3261596.97,48,38,Secundaria,Unión Libre,1,Diurno,8.8
Itagüí,Masculino,Operativos,3518451.63,21,18,Tecnólogo,Viudo,0,Diurno,1.9
Bello,No Binario,Administrativa,7780167.46,53,33,Técnico,Unión Libre,1,Mixto,5.4
Envigado,Masculino,Administrativa,7592213.45,62,16,Tecnólogo,Divorciado,0,Nocturno,6.3
Itagüí,No Binario,Operativos,3782306.07,40,9,Técnico,Divorciado,1,Nocturno,7.0
Envigado,Femenino,Operativos,2774731.58,47,6,Secundaria,Casado,0,Diurno,4.2
Estrella,Femenino,Operativos,3017051.3,26,7,Tecnólogo,Viudo,2,Diurno,4.4
Medellín,No Binario,Operativos,2166592.76,28,37,Profesional,Divorciado,1,Nocturno,1.5
Itagüí,Masculino,Operativos,4049109.71,28,33,Secundaria,Unión Libre,0,Diurno,1.6
Estrella,Femenino,Operativos,3168349.29,47,10,Profesional,Divorciado,4,Nocturno,5.3
Medellín,Masculino,Servicios Generales,2337859.41,29,6,Secundaria,Unión Libre,2,Nocturno,7.6
Sabaneta,Masculino,Operativos,5545458.87,23,36,Profesional,Unión Libre,0,Mixto,8.1
Estrella,Femenino,Administrativa,6932154.83,62,32,Técnico,Casado,2,Nocturno,4.8
Sabaneta,Masculino,Operativos,3016148.2,29,28,Tecnólogo,Divorciado,1,Mixto,5.6
Bello,Masculino,Operativos,5123493.49,35,5,Secundaria,Divorciado,1,Nocturno,8.6
Medellín,No Binario,Operativos,2535420.8,62,22,Secundaria,Casado,1,Nocturno,8.3
Estrella,No Binario,Operativos,4283334.28,35,14,Secundaria,Casado,1,Diurno,8.1
Envigado,Femenino,Operativos,5834713.07,48,37,Profesional,Divorciado,0,Mixto,8.7
Medellín,Masculino,Operativos,4021206.1,18,33,Técnico,Divorciado,0,Diurno,3.3
Envigado,Femenino,Servicios Generales,3835716.51,62,4,Profesional,Viudo,1,Mixto,5.9
Medellín,Femenino,Operativos,2885922.08,19,16,Primaria,Casado,0,Diurno,1.5
Itagüí,Femenino,Servicios Generales,2518418.01,60,8,Profesional,Casado,1,Mixto,4.3
Estrella,Femenino,Servicios Generales,2270249.37,33,38,Profesional,Divorciado,0,Diurno,5.7
Itagüí,Femenino,Operativos,2444636.36,18,25,Profesional,Viudo,0,Nocturno,9.2
Medellín,Masculino,Operativos,3835399.83,53,23,Secundaria,Unión Libre,0,Mixto,1.8
Medellín,Femenino,Operativos,3477197.89,52,37,Técnico,Soltero,0,Nocturno,2.1
Envigado,No Binario,Operativos,5881990.7,31,12,Profesional,Viudo,0,Diurno,3.1
Bello,Masculino,Operativos,4242153.5,62,35,Secundaria,Unión Libre,1,Diurno,6.6
Itagüí,Femenino,Operativos,5287408.39,33,11,Técnico,Unión Libre,0,Diurno,1.9
Itagüí,Femenino,Servicios Generales,3797900.64,51,6,Secundaria,Casado,1,Diurno,6.0
Estrella,Femenino,Servicios Generales,2415524.04,41,21,Posgrado,Divorciado,0,Nocturno,6.3
Sabaneta,Masculino,Operativos,5609075.1,31,27,Técnico,Divorciado,0,Nocturno,6.2
Estrella,No Binario,Servicios Generales,2356008.1,31,36,Profesional,Unión Libre,0,Nocturno,2.3
Sabaneta,No Binario,Servicios Generales,3242502.38,19,35,Técnico,Viudo,2,Diurno,1.7
Medellín,No Binario,Operativos,5676894.34,38,0,Técnico,Soltero,0,Mixto,5.4
Sabaneta,Femenino,Operativos,5231518.29,23,0,Técnico,Divorciado,2,Mixto,4.3
Bello,Masculino,Operativos,5890044.98,59,39,Técnico,Casado,0,Mixto,2.0
Envigado,Femenino,Servicios Generales,3425203.13,40,39,Profesional,Casado,0,Diurno,9.4
Bello,Masculino,Operativos,3647893.46,50,16,Técnico,Unión Libre,2,Mixto,9.3
Medellín,No Binario,Servicios Generales,2506639.03,59,34,Técnico,Divorciado,0,Mixto,7.4
Medellín,No Binario,Administrativa,7861454.3,62,22,Técnico,Unión Libre,3,Nocturno,5.5
Itagüí,Femenino,Operativos,3475649.06,47,33,Tecnólogo,Soltero,1,Mixto,2.0
Estrella,Femenino,Operativos,5486144.16,30,28,Profesional,Casado,2,Diurno,1.9
Sabaneta,Masculino,Operativos,3286168.41,55,20,Primaria,Casado,3,Nocturno,2.4
Sabaneta,Masculino,Servicios Generales,3296975.87,32,32,Técnico,Soltero,1,Nocturno,9.7
Envigado,Femenino,Operativos,4220301.51,43,18,Técnico,Divorciado,0,Mixto,8.9
Envigado,Femenino,Operativos,4606991.38,29,18,Posgrado,Divorciado,1,Nocturno,4.4
Estrella,Masculino,Operativos,2678764.34,40,20,Secundaria,Divorciado,1,Mixto,3.9
Bello,Masculino,Administrativa,7922705.52,50,15,Secundaria,Soltero,0,Nocturno,8.0
Bello,Femenino,Servicios Generales,3794594.88,46,14,Técnico,Casado,0,Nocturno,2.2
Envigado,Femenino,Operativos,3112939.22,24,4,Técnico,Unión Libre,0,Nocturno,1.3
Bello,Femenino,Operativos,5402435.31,35,1,Técnico,Unión Libre,4,Diurno,9.9
Envigado,Femenino,Operativos,4561795.39,58,4,Técnico,Casado,2,Diurno,8.3
Itagüí,Femenino,Operativos,5950389.92,61,22,Tecnólogo,Unión Libre,1,Mixto,9.8
Envigado,Masculino,Operativos,2974572.02,44,26,Técnico,Viudo,0,Nocturno,5.1
Bello,Masculino,Administrativa,7288982.05,44,11,Profesional,Unión Libre,1,Diurno,6.8
Estrella,Masculino,Operativos,5759436.07,56,31,Profesional,Divorciado,1,Diurno,1.8
Medellín,Femenino,Servicios Generales,2070756.02,31,12,Secundaria,Divorciado,0,Diurno,4.4
Envigado,Femenino,Servicios Generales,2866055.7,21,21,Técnico,Casado,2,Diurno,5.1
Medellín,Femenino,Operativos,5485079.01,40,24,Posgrado,Casado,0,Mixto,4.3
Sabaneta,Masculino,Operativos,4410609.27,27,6,Tecnólogo,Viudo,2,Mixto,3.5
Bello,Femenino,Servicios Generales,3972835.93,46,15,Tecnólogo,Soltero,0,Mixto,4.2
Envigado,Femenino,Operativos,5258339.83,46,11,Técnico,Soltero,0,Mixto,4.6
Medellín,Femenino,Operativos,3311874.89,39,38,Profesional,Viudo,0,Mixto,5.0
Bello,No Binario,Servicios Generales,2142564.16,30,23,Profesional,Soltero,0,Diurno,7.6
Medellín,Masculino,Servicios Generales,3401452.8,53,36,Técnico,Casado,1,Mixto,6.0
Itagüí,Femenino,Operativos,2412223.4,54,2,Tecnólogo,Unión Libre,0,Diurno,5.0
Itagüí,Femenino,Operativos,5787252.4,49,19,Tecnólogo,Viudo,3,Mixto,8.6
Itagüí,Femenino,Operativos,3563317.79,18,24,Técnico,Divorciado,2,Diurno,8.9
Envigado,No Binario,Operativos,2249499.81,45,14,Primaria,Divorciado,3,Nocturno,9.0
Estrella,Masculino,Operativos,2748030.3,37,32,Técnico,Divorciado,0,Mixto,8.9
Bello,Masculino,Operativos,2270821.31,30,17,Secundaria,Divorciado,3,Nocturno,2.4
Estrella,Masculino,Operativos,2359991.97,41,8,Técnico,Divorciado,0,Nocturno,2.5
Sabaneta,No Binario,Operativos,2963425.11,18,28,Técnico,Unión Libre,0,Nocturno,5.0
Sabaneta,No Binario,Servicios Generales,2807796.22,22,27,Técnico,Divorciado,0,Diurno,6.8
Itagüí,No Binario,Administrativa,6124276.84,35,3,Secundaria,Casado,1,Nocturno,9.6
Envigado,Femenino,Operativos,5409788.36,44,16,Secundaria,Soltero,1,Diurno,7.1
Estrella,No Binario,Servicios Generales,3188839.85,57,12,Primaria,Casado,0,Nocturno,3.6
Envigado,Femenino,Operativos,4448396.35,23,14,Secundaria,Soltero,2,Diurno,9.0
Sabaneta,Masculino,Servicios Generales,3663406.99,56,6,Secundaria,Soltero,1,Diurno,4.1
Envigado,Masculino,Operativos,5409653.81,20,5,Profesional,Viudo,0,Mixto,9.8
Itagüí,Femenino,Operativos,2650631.49,18,10,Primaria,Casado,1,Mixto,3.8
Envigado,No Binario,Servicios Generales,3809665.86,26,7,Secundaria,Casado,0,Diurno,2.2
Medellín,Femenino,Operativos,3381058.41,26,28,Secundaria,Viudo,1,Diurno,6.3
Bello,Femenino,Servicios Generales,3904064.67,62,7,Profesional,Unión Libre,0,Diurno,3.2
Sabaneta,No Binario,Operativos,4414578.17,49,30,Profesional,Divorciado,0,Diurno,4.7
Estrella,No Binario,Operativos,5981396.8,59,17,Profesional,Divorciado,0,Mixto,3.7
Sabaneta,No Binario,Operativos,2372671.5,36,15,Profesional,Divorciado,0,Mixto,3.1
Bello,Femenino,Operativos,3305511.3,48,17,Profesional,Viudo,0,Nocturno,8.7
Bello,Femenino,Operativos,4213027.02,26,40,Posgrado,Casado,0,Diurno,3.1
Medellín,Femenino,Servicios Generales,2527500.05,59,32,Tecnólogo,Viudo,1,Diurno,5.3
Estrella,Femenino,Servicios Generales,3320636.45,50,6,Profesional,Viudo,3,Diurno,9.6
Bello,Masculino,Operativos,3960269.09,30,17,Secundaria,Casado,1,Mixto,5.7
Estrella,Femenino,Operativos,2748988.68,59,1,Secundaria,Casado,1,Diurno,8.0
Envigado,Femenino,Operativos,2086785.07,24,19,Secundaria,Casado,2,Diurno,8.9
Bello,Femenino,Servicios Generales,3720729.22,50,32,Técnico,Soltero,2,Nocturno,3.0
Medellín,Masculino,Operativos,2065835.2,19,12,Técnico,Unión Libre,4,Nocturno,3.3
Itagüí,Masculino,Operativos,3122593.81,41,3,Profesional,Soltero,0,Nocturno,1.7
Medellín,Masculino,Operativos,4071705.02,58,0,Secundaria,Casado,1,Diurno,4.6
Envigado,Masculino,Operativos,3783902.9,26,5,Tecnólogo,Casado,0,Diurno,7.0
Itagüí,Masculino,Operativos,2329577.05,26,9,Técnico,Soltero,3,Diurno,1.7
Estrella,Femenino,Operativos,4355146.28,43,0,Secundaria,Unión Libre,0,Mixto,5.9
Envigado,Femenino,Operativos,2316384.97,45,24,Secundaria,Divorciado,0,Diurno,6.3
Medellín,No Binario,Operativos,4359928.26,37,36,Técnico,Soltero,0,Nocturno,5.5
Bello,No Binario,Operativos,3739907.47,20,35,Profesional,Divorciado,2,Nocturno,1.6
Envigado,Masculino,Operativos,3743243.08,20,33,Secundaria,Divorciado,0,Nocturno,5.2
Bello,Femenino,Servicios Generales,2514019.52,23,9,Posgrado,Divorciado,4,Nocturno,7.9
Itagüí,Femenino,Servicios Generales,2644022.78,60,26,Secundaria,Divorciado,0,Nocturno,2.1
Estrella,Femenino,Operativos,5691923.1,42,0,Secundaria,Viudo,4,Diurno,3.5
Estrella,No Binario,Operativos,5994619.69,55,0,Posgrado,Divorciado,1,Nocturno,7.2
Envigado,No Binario,Operativos,4037985.04,57,17,Secundaria,Viudo,3,Mixto,2.9
Estrella,No Binario,Servicios Generales,3391795.72,30,19,Técnico,Divorciado,3,Mixto,4.7
Bello,Femenino,Operativos,2349432.19,23,39,Profesional,Casado,0,Nocturno,9.1
Itagüí,Femenino,Operativos,2831434.11,23,33,Profesional,Casado,2,Diurno,4.1
Medellín,Masculino,Servicios Generales,3184500.71,31,39,Primaria,Casado,1,Mixto,1.5
Itagüí,No Binario,Servicios Generales,2399349.81,54,12,Tecnólogo,Soltero,2,Nocturno,5.1
Medellín,Femenino,Servicios Generales,3818349.6,31,23,Primaria,Unión Libre,0,Mixto,8.8
Itagüí,No Binario,Operativos,4381995.65,21,32,Secundaria,Divorciado,0,Nocturno,9.0
Itagüí,Masculino,Operativos,4750147.66,62,31,Técnico,Divorciado,1,Nocturno,5.0
Envigado,No Binario,Operativos,5035985.43,29,11,Técnico,Unión Libre,4,Nocturno,8.9
Medellín,Femenino,Operativos,4061357.93,49,12,Profesional,Viudo,3,Mixto,3.3
Bello,Masculino,Administrativa,6639973.52,26,5,Posgrado,Unión Libre,2,Nocturno,1.8
Itagüí,No Binario,Servicios Generales,2462580.23,45,28,Profesional,Divorciado,0,Diurno,8.8
Envigado,Masculino,Operativos,4681293.79,29,24,Primaria,Divorciado,2,Nocturno,5.6
Itagüí,Femenino,Operativos,5073664.72,62,15,Profesional,Soltero,0,Mixto,2.0
Envigado,No Binario,Servicios Generales,2911477.6,44,27,Técnico,Unión Libre,0,Mixto,7.4
Itagüí,No Binario,Servicios Generales,3350640.47,56,12,Secundaria,Casado,0,Mixto,8.6
Estrella,No Binario,Operativos,2275897.82,34,34,Técnico,Divorciado,1,Diurno,4.1
Sabaneta,Masculino,Operativos,4697422.24,42,5,Profesional,Casado,1,Mixto,6.6
Envigado,Femenino,Servicios Generales,2690574.8,49,20,Tecnólogo,Viudo,2,Nocturno,4.0
Estrella,Masculino,Operativos,2371363.88,58,13,Tecnólogo,Soltero,0,Mixto,5.9
Sabaneta,Femenino,Operativos,4468923.62,35,30,Secundaria,Casado,0,Diurno,2.5
Sabaneta,Masculino,Administrativa,6070986.28,31,18,Profesional,Viudo,1,Diurno,6.6
Bello,Femenino,Operativos,5134954.98,22,27,Posgrado,Casado,1,Diurno,5.9
Bello,Masculino,Operativos,2784850.46,28,21,Técnico,Casado,0,Nocturno,7.3
Sabaneta,Masculino,Servicios Generales,2356848.42,25,7,Secundaria,Unión Libre,1,Mixto,1.7
Bello,Masculino,Servicios Generales,2770535.52,47,13,Profesional,Divorciado,0,Mixto,2.3
Itagüí,Femenino,Operativos,4643836.52,24,10,Secundaria,Divorciado,2,Diurno,5.4
Itagüí,Femenino,Operativos,2545059.04,46,17,Secundaria,Casado,3,Nocturno,5.1
Envigado,Femenino,Operativos,5444709.24,53,10,Técnico,Unión Libre,3,Nocturno,9.9
Medellín,Masculino,Operativos,4042850.96,32,3,Primaria,Divorciado,2,Diurno,3.4
Bello,Masculino,Servicios Generales,2113634.46,20,28,Secundaria,Casado,1,Mixto,3.5
Estrella,Masculino,Operativos,2771012.67,42,12,Tecnólogo,Casado,2,Nocturno,5.3
Bello,Masculino,Operativos,5910175.9,50,5,Tecnólogo,Viudo,4,Diurno,5.0
Estrella,Masculino,Operativos,3322560.32,38,16,Profesional,Casado,3,Nocturno,6.4
Sabaneta,No Binario,Operativos,3133399.08,56,22,Profesional,Soltero,0,Mixto,4.9
Bello,Femenino,Operativos,3137918.95,34,13,Secundaria,Viudo,2,Diurno,9.4
Bello,Masculino,Operativos,2614270.37,41,24,Secundaria,Casado,1,Nocturno,4.6
Medellín,No Binario,Servicios Generales,3321114.23,22,38,Profesional,Soltero,2,Mixto,5.7
Bello,Masculino,Operativos,4424380.41,58,22,Secundaria,Soltero,3,Nocturno,7.5
Medellín,Femenino,Operativos,3610561.9,23,6,Posgrado,Viudo,0,Mixto,7.8
Estrella,Femenino,Operativos,2181402.63,41,32,Profesional,Soltero,0,Diurno,9.3
Sabaneta,Femenino,Operativos,3741796.12,52,9,Técnico,Divorciado,1,Diurno,5.8
Estrella,No Binario,Operativos,5798211.26,25,22,Tecnólogo,Soltero,0,Mixto,9.4
Envigado,Femenino,Operativos,5210488.65,22,14,Técnico,Unión Libre,1,Diurno,2.8
Sabaneta,Femenino,Operativos,4229607.66,39,31,Técnico,Casado,1,Nocturno,5.6
Estrella,Masculino,Servicios Generales,2572207.82,42,5,Tecnólogo,Casado,0,Diurno,5.5
Medellín,Masculino,Operativos,2119072.6,48,21,Profesional,Divorciado,0,Mixto,7.4
Bello,No Binario,Operativos,4692641.5,38,6,Tecnólogo,Divorciado,2,Diurno,9.9
Sabaneta,Femenino,Administrativa,7163228.59,56,37,Técnico,Soltero,3,Mixto,1.4
Estrella,No Binario,Operativos,4424545.92,26,2,Tecnólogo,Soltero,0,Nocturno,3.1
Estrella,Femenino,Administrativa,6465015.87,53,15,Secundaria,Unión Libre,0,Nocturno,2.9
Envigado,Femenino,Operativos,4327106.98,54,15,Secundaria,Soltero,1,Diurno,8.9
Bello,No Binario,Operativos,4469378.55,26,21,Tecnólogo,Casado,0,Mixto,3.6
Envigado,Femenino,Operativos,5497941.71,40,39,Profesional,Casado,0,Diurno,3.0
Envigado,Femenino,Operativos,3478191.89,55,39,Profesional,Soltero,0,Nocturno,8.4
Sabaneta,Masculino,Administrativa,7717962.34,59,3,Primaria,Divorciado,0,Diurno,3.2
Medellín,Masculino,Servicios Generales,3359340.55,48,40,Secundaria,Unión Libre,3,Mixto,4.4
Itagüí,Femenino,Operativos,2120413.47,38,25,Profesional,Soltero,0,Mixto,4.6
Itagüí,Masculino,Operativos,4259868.48,25,25,Secundaria,Soltero,0,Nocturno,2.9
Bello,Masculino,Servicios Generales,3278523.64,54,2,Técnico,Casado,1,Diurno,8.6
Estrella,Masculino,Operativos,4830265.28,20,2,Secundaria,Casado,0,Mixto,6.6
Bello,Femenino,Operativos,4360014.03,42,4,Profesional,Casado,1,Diurno,3.5
Medellín,Masculino,Operativos,4374990.04,59,11,Secundaria,Divorciado,0,Nocturno,5.0
Estrella,Femenino,Operativos,4474685.19,50,38,Profesional,Divorciado,0,Nocturno,7.8
Envigado,Masculino,Operativos,4219228.69,31,27,Técnico,Casado,0,Diurno,5.6
Estrella,Femenino,Operativos,3597102.52,34,35,Primaria,Soltero,0,Mixto,6.1
Bello,Masculino,Operativos,4380059.8,44,36,Técnico,Casado,2,Nocturno,1.5
Envigado,Masculino,Operativos,3436045.47,62,15,Profesional,Viudo,2,Nocturno,4.0
Sabaneta,Femenino,Operativos,5058934.41,27,4,Profesional,Soltero,0,Diurno,10.0
Itagüí,Femenino,Operativos,2344300.02,55,1,Secundaria,Viudo,0,Mixto,6.9
Medellín,No Binario,Servicios Generales,3793318.27,23,0,Técnico,Viudo,3,Diurno,4.1
Itagüí,Femenino,Administrativa,7184372.04,56,3,Técnico,Divorciado,0,Diurno,4.9
Bello,Masculino,Operativos,5989235.15,43,9,Posgrado,Divorciado,0,Diurno,9.1
Bello,Masculino,Administrativa,7287612.35,58,23,Técnico,Unión Libre,2,Diurno,7.0
Envigado,Masculino,Operativos,4346121.77,51,40,Profesional,Soltero,1,Diurno,9.8
Envigado,No Binario,Operativos,2113013.22,26,2,Tecnólogo,Unión Libre,2,Diurno,5.1
Bello,Masculino,Servicios Generales,2569373.84,55,3,Profesional,Viudo,3,Mixto,2.1
Bello,No Binario,Operativos,4972241.23,28,28,Técnico,Casado,0,Mixto,2.8
Sabaneta,No Binario,Operativos,2119879.65,53,38,Técnico,Divorciado,1,Nocturno,1.5
Sabaneta,Femenino,Operativos,5824852.34,36,39,Secundaria,Divorciado,0,Mixto,6.3
Bello,Masculino,Servicios Generales,3114830.79,33,15,Tecnólogo,Divorciado,1,Mixto,7.5
Sabaneta,Femenino,Operativos,2222583.68,41,26,Secundaria,Casado,1,Mixto,4.7
Itagüí,No Binario,Operativos,5455958.1,55,30,Posgrado,Divorciado,3,Diurno,5.7
Medellín,Femenino,Operativos,4419860.34,56,36,Tecnólogo,Casado,0,Nocturno,3.6
Itagüí,No Binario,Servicios Generales,3068083.84,61,5,Técnico,Viudo,4,Mixto,8.0
Sabaneta,No Binario,Operativos,5595381.45,19,30,Tecnólogo,Unión Libre,2,Mixto,4.0
Medellín,Masculino,Operativos,2919283.56,56,38,Primaria,Casado,0,Diurno,2.9
Bello,Femenino,Operativos,3714687.4,25,8,Profesional,Unión Libre,4,Mixto,7.5
Medellín,Femenino,Operativos,5468169.43,33,7,Técnico,Divorciado,1,Nocturno,4.1
Medellín,No Binario,Operativos,5002474.49,36,23,Posgrado,Soltero,3,Diurno,9.1
Sabaneta,No Binario,Administrativa,6080038.61,58,7,Tecnólogo,Divorciado,4,Nocturno,8.9
Medellín,Masculino,Operativos,5193204.75,36,28,Secundaria,Casado,0,Nocturno,7.1
Itagüí,No Binario,Servicios Generales,3726023.02,35,40,Secundaria,Viudo,1,Nocturno,5.9
Sabaneta,Masculino,Operativos,5382260.8,19,26,Profesional,Casado,0,Mixto,3.9
Envigado,Femenino,Servicios Generales,2940877.94,40,32,Secundaria,Divorciado,1,Nocturno,6.9
Sabaneta,Femenino,Operativos,5916002.35,47,3,Secundaria,Soltero,1,Mixto,4.6
Sabaneta,No Binario,Operativos,3640739.04,37,28,Técnico,Unión Libre,4,Nocturno,5.6
