fecha,codigo_tienda,nombre_tienda,vendedor,codigo_producto,nombre_producto,cantidad,valor_unitario,total,descuento
2025-10-30,9,Tienda I,Vendedor 8,P433,Producto 433,2,36.66,73.32,11.0
2025-01-14,3,Tienda C,Vendedor 9,P329,Producto 329,5,188.44,942.2,47.11
2025-10-17,8,Tienda H,Vendedor 6,P040,Producto 40,3,68.88,206.64,31.0
2025-09-11,1,Tienda A,Vendedor 10,P262,Producto 262,1,77.3,77.3,7.73
2025-08-14,5,Tienda E,Vendedor 8,P113,Producto 113,1,180.88,180.88,0.0
2025-02-19,9,Tienda I,Vendedor 9,P442,Producto 442,4,180.7,722.8,36.14
2025-05-19,8,Tienda H,Vendedor 3,P196,Producto 196,2,156.95,313.9,15.7
2025-09-19,1,Tienda A,Vendedor 6,P242,Producto 242,5,31.96,159.8,23.97
2025-06-01,1,Tienda A,Vendedor 9,P478,Producto 478,4,69.8,279.2,0.0
2025-12-06,3,Tienda C,Vendedor 3,P227,Producto 227,4,153.99,615.96,0.0
2025-09-20,10,Tienda J,Vendedor 3,P207,Producto 207,1,108.69,108.69,16.3
2025-01-09,8,Tienda H,Vendedor 10,P277,Producto 277,5,81.27,406.35,20.32
2025-07-23,9,Tienda I,Vendedor 4,P428,Producto 428,3,81.21,243.63,12.18
2025-03-03,9,Tienda I,Vendedor 6,P175,Producto 175,2,106.4,212.8,10.64
2025-06-29,10,Tienda J,Vendedor 6,P368,Producto 368,2,76.24,152.48,15.25
2025-01-02,3,Tienda C,Vendedor 7,P266,Producto 266,1,99.25,99.25,4.96
2025-02-02,8,Tienda H,Vendedor 5,P197,Producto 197,1,185.5,185.5,18.55
2025-03-06,7,Tienda G,Vendedor 3,P071,Producto 71,2,149.03,298.06,29.81
2025-10-04,2,Tienda B,Vendedor 5,P095,Producto 95,2,52.36,104.72,5.24
2025-03-12,7,Tienda G,Vendedor 10,P175,Producto 175,2,106.4,212.8,31.92
2025-03-23,9,Tienda I,Vendedor 8,P155,Producto 155,4,161.48,645.92,0.0
2025-04-07,3,Tienda C,Vendedor 10,P138,Producto 138,4,144.38,577.52,86.63
2025-04-18,10,Tienda J,Vendedor 3,P366,Producto 366,4,180.09,720.36,0.0
2025-09-08,1,Tienda A,Vendedor 5,P439,Producto 439,2,158.37,316.74,15.84
2025-01-16,3,Tienda C,Vendedor 5,P373,Producto 373,2,168.28,336.56,33.66
2025-02-01,8,Tienda H,Vendedor 3,P408,Producto 408,3,108.11,324.33,16.22
2025-12-26,9,Tienda I,Vendedor 1,P387,Producto 387,3,48.7,146.1,7.3
2025-07-13,8,Tienda H,Vendedor 6,P181,Producto 181,2,112.07,224.14,11.21
2025-06-04,1,Tienda A,Vendedor 4,P163,Producto 163,1,27.57,27.57,1.38
2025-10-03,5,Tienda E,Vendedor 5,P455,Producto 455,4,111.45,445.8,0.0
2025-12-02,5,Tienda E,Vendedor 6,P311,Producto 311,3,156.09,468.27,70.24
2025-12-12,10,Tienda J,Vendedor 8,P273,Producto 273,5,165.3,826.5,41.33
2025-08-25,8,Tienda H,Vendedor 7,P175,Producto 175,1,106.4,106.4,10.64
2025-10-17,7,Tienda G,Vendedor 10,P026,Producto 26,1,129.95,129.95,0.0
2025-02-21,2,Tienda B,Vendedor 7,P470,Producto 470,4,97.72,390.88,58.63
2025-04-04,6,Tienda F,Vendedor 7,P095,Producto 95,2,52.36,104.72,10.47
2025-08-15,7,Tienda G,Vendedor 3,P336,Producto 336,5,81.33,406.65,0.0
2025-03-30,7,Tienda G,Vendedor 5,P095,Producto 95,3,52.36,157.08,15.71
2025-02-13,3,Tienda C,Vendedor 8,P239,Producto 239,3,73.39,220.17,22.02
2025-05-26,10,Tienda J,Vendedor 8,P359,Producto 359,2,99.16,198.32,19.83
2025-11-17,5,Tienda E,Vendedor 6,P228,Producto 228,2,64.84,129.68,12.97
2025-04-23,1,Tienda A,Vendedor 1,P439,Producto 439,3,158.37,475.11,71.27
2025-09-16,7,Tienda G,Vendedor 2,P043,Producto 43,4,77.01,308.04,15.4
2025-08-13,4,Tienda D,Vendedor 2,P365,Producto 365,5,110.16,550.8,82.62
2025-01-01,3,Tienda C,Vendedor 2,P364,Producto 364,4,107.69,430.76,0.0
2025-06-04,1,Tienda A,Vendedor 7,P199,Producto 199,3,185.19,555.57,55.56
2025-07-05,9,Tienda I,Vendedor 4,P405,Producto 405,4,137.84,551.36,55.14
2025-11-13,9,Tienda I,Vendedor 1,P172,Producto 172,5,118.17,590.85,29.54
2025-05-08,3,Tienda C,Vendedor 6,P476,Producto 476,5,40.0,200.0,30.0
2025-02-27,2,Tienda B,Vendedor 7,P392,Producto 392,1,96.79,96.79,9.68
2025-05-05,8,Tienda H,Vendedor 5,P451,Producto 451,2,60.8,121.6,0.0
2025-07-13,5,Tienda E,Vendedor 4,P290,Producto 290,2,90.58,181.16,0.0
2025-03-11,7,Tienda G,Vendedor 1,P471,Producto 471,1,186.06,186.06,27.91
2025-12-03,3,Tienda C,Vendedor 7,P018,Producto 18,4,70.43,281.72,42.26
2025-07-23,10,Tienda J,Vendedor 10,P247,Producto 247,4,153.89,615.56,92.33
2025-06-21,8,Tienda H,Vendedor 7,P263,Producto 263,3,153.9,461.7,23.09
2025-10-14,2,Tienda B,Vendedor 9,P473,Producto 473,2,51.27,102.54,5.13
2025-02-05,10,Tienda J,Vendedor 8,P109,Producto 109,4,103.25,413.0,41.3
2025-04-18,4,Tienda D,Vendedor 7,P028,Producto 28,2,122.31,244.62,12.23
2025-10-16,4,Tienda D,Vendedor 2,P144,Producto 144,4,123.66,494.64,74.2
2025-07-22,3,Tienda C,Vendedor 6,P097,Producto 97,3,84.25,252.75,25.28
2025-09-10,9,Tienda I,Vendedor 2,P367,Producto 367,5,171.33,856.65,42.83
2025-08-24,8,Tienda H,Vendedor 8,P007,Producto 7,3,112.28,336.84,0.0
2025-12-23,10,Tienda J,Vendedor 9,P176,Producto 176,2,84.04,168.08,0.0
2025-10-10,8,Tienda H,Vendedor 2,P196,Producto 196,2,156.95,313.9,15.7
2025-11-13,10,Tienda J,Vendedor 10,P353,Producto 353,2,106.8,213.6,10.68
2025-03-26,8,Tienda H,Vendedor 7,P144,Producto 144,4,123.66,494.64,74.2
2025-07-03,1,Tienda A,Vendedor 4,P396,Producto 396,4,189.42,757.68,113.65
2025-06-23,7,Tienda G,Vendedor 3,P486,Producto 486,5,152.05,760.25,0.0
2025-12-28,7,Tienda G,Vendedor 7,P314,Producto 314,1,72.75,72.75,3.64
2025-08-06,4,Tienda D,Vendedor 1,P140,Producto 140,5,112.54,562.7,0.0
2025-11-13,3,Tienda C,Vendedor 1,P246,Producto 246,1,25.67,25.67,0.0
2025-05-09,10,Tienda J,Vendedor 3,P110,Producto 110,3,137.09,411.27,61.69
2025-11-06,9,Tienda I,Vendedor 9,P463,Producto 463,5,48.01,240.05,0.0
2025-11-09,5,Tienda E,Vendedor 9,P429,Producto 429,5,40.62,203.1,20.31
2025-07-14,7,Tienda G,Vendedor 10,P449,Producto 449,2,146.04,292.08,43.81
2025-06-03,8,Tienda H,Vendedor 5,P229,Producto 229,1,96.12,96.12,4.81
2025-07-03,3,Tienda C,Vendedor 5,P368,Producto 368,1,76.24,76.24,11.44
2025-02-12,4,Tienda D,Vendedor 7,P040,Producto 40,4,68.88,275.52,27.55
2025-01-21,3,Tienda C,Vendedor 6,P147,Producto 147,5,51.79,258.95,38.84
2025-09-29,9,Tienda I,Vendedor 4,P389,Producto 389,5,141.03,705.15,0.0
2025-06-11,3,Tienda C,Vendedor 6,P324,Producto 324,4,32.76,131.04,6.55
2025-01-29,8,Tienda H,Vendedor 3,P455,Producto 455,5,111.45,557.25,55.73
2025-05-26,6,Tienda F,Vendedor 6,P363,Producto 363,3,68.4,205.2,30.78
2025-09-22,5,Tienda E,Vendedor 2,P367,Producto 367,3,171.33,513.99,25.7
2025-03-02,3,Tienda C,Vendedor 5,P433,Producto 433,3,36.66,109.98,0.0
2025-11-11,9,Tienda I,Vendedor 5,P418,Producto 418,5,135.93,679.65,0.0
2025-07-05,5,Tienda E,Vendedor 5,P494,Producto 494,2,134.09,268.18,0.0
2025-04-11,2,Tienda B,Vendedor 10,P378,Producto 378,3,182.54,547.62,82.14
2025-03-01,7,Tienda G,Vendedor 1,P469,Producto 469,4,183.15,732.6,73.26
2025-11-11,10,Tienda J,Vendedor 1,P423,Producto 423,5,153.18,765.9,0.0
2025-01-29,5,Tienda E,Vendedor 10,P490,Producto 490,5,97.03,485.15,72.77
2025-01-07,5,Tienda E,Vendedor 8,P103,Producto 103,1,187.61,187.61,9.38
2025-12-16,8,Tienda H,Vendedor 8,P427,Producto 427,1,37.43,37.43,1.87
2025-02-23,5,Tienda E,Vendedor 3,P213,Producto 213,2,26.72,53.44,8.02
2025-08-03,8,Tienda H,Vendedor 2,P261,Producto 261,5,121.04,605.2,60.52
2025-02-03,5,Tienda E,Vendedor 9,P478,Producto 478,2,69.8,139.6,0.0
2025-11-25,1,Tienda A,Vendedor 5,P332,Producto 332,3,80.54,241.62,24.16
2025-01-25,9,Tienda I,Vendedor 7,P440,Producto 440,3,68.29,204.87,20.49
2025-09-19,6,Tienda F,Vendedor 2,P332,Producto 332,2,80.54,161.08,16.11
2025-05-30,7,Tienda G,Vendedor 3,P049,Producto 49,2,168.63,337.26,33.73
2025-09-23,9,Tienda I,Vendedor 3,P462,Producto 462,2,59.5,119.0,11.9
2025-08-06,9,Tienda I,Vendedor 8,P207,Producto 207,5,108.69,543.45,81.52
2025-10-27,7,Tienda G,Vendedor 8,P205,Producto 205,4,62.96,251.84,0.0
2025-03-11,5,Tienda E,Vendedor 8,P336,Producto 336,4,81.33,325.32,48.8
2025-08-05,4,Tienda D,Vendedor 6,P233,Producto 233,1,61.82,61.82,9.27
2025-03-27,1,Tienda A,Vendedor 5,P325,Producto 325,1,185.37,185.37,9.27
2025-09-11,6,Tienda F,Vendedor 9,P356,Producto 356,5,55.78,278.9,41.83
2025-02-04,6,Tienda F,Vendedor 6,P048,Producto 48,3,180.38,541.14,81.17
2025-11-18,10,Tienda J,Vendedor 5,P185,Producto 185,2,120.18,240.36,36.05
2025-02-02,4,Tienda D,Vendedor 3,P351,Producto 351,2,135.06,270.12,13.51
2025-07-29,1,Tienda A,Vendedor 8,P008,Producto 8,4,166.92,667.68,33.38
2025-02-04,7,Tienda G,Vendedor 1,P161,Producto 161,2,24.86,49.72,7.46
2025-05-05,10,Tienda J,Vendedor 7,P069,Producto 69,4,31.56,126.24,18.94
2025-05-25,10,Tienda J,Vendedor 6,P237,Producto 237,2,119.4,238.8,23.88
2025-10-10,3,Tienda C,Vendedor 10,P425,Producto 425,5,173.46,867.3,0.0
2025-06-08,9,Tienda I,Vendedor 5,P107,Producto 107,5,94.45,472.25,0.0
2025-05-30,1,Tienda A,Vendedor 2,P222,Producto 222,2,132.81,265.62,39.84
2025-07-27,10,Tienda J,Vendedor 6,P117,Producto 117,5,83.47,417.35,20.87
2025-09-12,5,Tienda E,Vendedor 2,P213,Producto 213,1,26.72,26.72,0.0
2025-03-13,10,Tienda J,Vendedor 5,P062,Producto 62,3,103.96,311.88,0.0
2025-08-30,6,Tienda F,Vendedor 7,P426,Producto 426,5,195.89,979.45,97.95
2025-02-11,2,Tienda B,Vendedor 3,P380,Producto 380,5,128.38,641.9,96.28
2025-11-09,8,Tienda H,Vendedor 1,P406,Producto 406,2,28.49,56.98,0.0
2025-02-08,10,Tienda J,Vendedor 9,P244,Producto 244,3,159.19,477.57,71.64
2025-01-05,3,Tienda C,Vendedor 10,P184,Producto 184,2,183.51,367.02,0.0
2025-02-16,2,Tienda B,Vendedor 5,P058,Producto 58,1,149.84,149.84,22.48
2025-04-25,2,Tienda B,Vendedor 8,P160,Producto 160,4,78.15,312.6,15.63
2025-06-26,3,Tienda C,Vendedor 3,P056,Producto 56,5,109.35,546.75,54.68
2025-08-21,6,Tienda F,Vendedor 3,P416,Producto 416,2,26.1,52.2,0.0
2025-01-02,4,Tienda D,Vendedor 4,P055,Producto 55,3,186.48,559.44,55.94
2025-05-19,5,Tienda E,Vendedor 8,P434,Producto 434,3,139.77,419.31,20.97
2025-06-16,7,Tienda G,Vendedor 8,P457,Producto 457,4,105.66,422.64,0.0
2025-09-08,7,Tienda G,Vendedor 5,P315,Producto 315,3,139.91,419.73,20.99
2025-04-10,1,Tienda A,Vendedor 3,P125,Producto 125,5,151.77,758.85,75.89
2025-05-31,4,Tienda D,Vendedor 6,P050,Producto 50,2,182.04,364.08,0.0
2025-03-18,3,Tienda C,Vendedor 7,P075,Producto 75,1,97.64,97.64,0.0
2025-09-20,6,Tienda F,Vendedor 9,P201,Producto 201,1,151.47,151.47,0.0
2025-08-03,2,Tienda B,Vendedor 3,P205,Producto 205,5,62.96,314.8,15.74
2025-12-23,5,Tienda E,Vendedor 6,P170,Producto 170,5,189.21,946.05,0.0
2025-12-29,5,Tienda E,Vendedor 7,P457,Producto 457,1,105.66,105.66,0.0
2025-10-01,7,Tienda G,Vendedor 2,P476,Producto 476,5,40.0,200.0,0.0
2025-02-10,5,Tienda E,Vendedor 4,P062,Producto 62,4,103.96,415.84,41.58
2025-11-05,8,Tienda H,Vendedor 7,P347,Producto 347,1,92.59,92.59,9.26
2025-11-23,6,Tienda F,Vendedor 7,P317,Producto 317,1,55.51,55.51,5.55
2025-07-12,8,Tienda H,Vendedor 5,P037,Producto 37,1,35.85,35.85,1.79
2025-01-04,8,Tienda H,Vendedor 6,P071,Producto 71,1,149.03,149.03,22.35
2025-01-10,8,Tienda H,Vendedor 4,P048,Producto 48,5,180.38,901.9,90.19
2025-03-29,10,Tienda J,Vendedor 9,P238,Producto 238,3,46.23,138.69,13.87
2025-06-30,1,Tienda A,Vendedor 10,P009,Producto 9,5,58.0,290.0,43.5
2025-08-19,4,Tienda D,Vendedor 10,P014,Producto 14,1,67.73,67.73,10.16
2025-11-04,10,Tienda J,Vendedor 3,P336,Producto 336,1,81.33,81.33,12.2
2025-08-10,4,Tienda D,Vendedor 9,P224,Producto 224,4,100.36,401.44,60.22
2025-06-15,3,Tienda C,Vendedor 7,P145,Producto 145,4,181.98,727.92,109.19
2025-12-16,10,Tienda J,Vendedor 6,P049,Producto 49,5,168.63,843.15,42.16
2025-05-22,4,Tienda D,Vendedor 9,P295,Producto 295,5,192.75,963.75,48.19
2025-04-21,9,Tienda I,Vendedor 9,P242,Producto 242,5,31.96,159.8,0.0
2025-08-23,4,Tienda D,Vendedor 4,P213,Producto 213,5,26.72,133.6,6.68
2025-06-09,2,Tienda B,Vendedor 10,P291,Producto 291,3,26.73,80.19,4.01
2025-06-16,4,Tienda D,Vendedor 10,P291,Producto 291,2,26.73,53.46,0.0
2025-10-05,2,Tienda B,Vendedor 2,P433,Producto 433,1,36.66,36.66,1.83
2025-06-30,7,Tienda G,Vendedor 6,P346,Producto 346,2,107.08,214.16,32.12
2025-07-04,8,Tienda H,Vendedor 2,P354,Producto 354,1,66.41,66.41,0.0
2025-12-21,5,Tienda E,Vendedor 8,P074,Producto 74,3,41.48,124.44,0.0
2025-12-12,3,Tienda C,Vendedor 2,P413,Producto 413,4,36.42,145.68,7.28
2025-08-06,3,Tienda C,Vendedor 2,P279,Producto 279,3,54.33,162.99,24.45
2025-03-09,8,Tienda H,Vendedor 8,P206,Producto 206,2,39.34,78.68,3.93
2025-07-10,6,Tienda F,Vendedor 10,P144,Producto 144,4,123.66,494.64,74.2
2025-07-06,5,Tienda E,Vendedor 4,P231,Producto 231,5,45.71,228.55,0.0
2025-05-23,6,Tienda F,Vendedor 8,P136,Producto 136,1,178.51,178.51,0.0
2025-02-21,1,Tienda A,Vendedor 9,P370,Producto 370,1,73.52,73.52,0.0
2025-01-09,5,Tienda E,Vendedor 1,P019,Producto 19,1,96.35,96.35,14.45
2025-06-08,4,Tienda D,Vendedor 4,P336,Producto 336,4,81.33,325.32,32.53
2025-11-21,8,Tienda H,Vendedor 10,P169,Producto 169,2,26.81,53.62,8.04
2025-11-01,6,Tienda F,Vendedor 8,P260,Producto 260,1,154.78,154.78,0.0
2025-09-24,6,Tienda F,Vendedor 5,P126,Producto 126,1,137.27,137.27,6.86
2025-05-10,5,Tienda E,Vendedor 10,P474,Producto 474,3,20.45,61.35,9.2
2025-06-08,9,Tienda I,Vendedor 4,P434,Producto 434,3,139.77,419.31,62.9
2025-11-24,7,Tienda G,Vendedor 5,P266,Producto 266,3,99.25,297.75,29.78
2025-05-12,1,Tienda A,Vendedor 9,P041,Producto 41,4,66.14,264.56,0.0
2025-04-27,2,Tienda B,Vendedor 1,P009,Producto 9,1,58.0,58.0,5.8
2025-01-23,5,Tienda E,Vendedor 1,P128,Producto 128,3,112.08,336.24,0.0
2025-06-08,6,Tienda F,Vendedor 10,P394,Producto 394,3,184.26,552.78,55.28
2025-02-01,8,Tienda H,Vendedor 5,P217,Producto 217,4,110.99,443.96,44.4
2025-09-05,3,Tienda C,Vendedor 4,P113,Producto 113,5,180.88,904.4,90.44
2025-09-10,6,Tienda F,Vendedor 3,P392,Producto 392,4,96.79,387.16,19.36
2025-07-27,4,Tienda D,Vendedor 4,P093,Producto 93,4,111.78,447.12,0.0
2025-07-21,8,Tienda H,Vendedor 6,P476,Producto 476,4,40.0,160.0,8.0
2025-12-13,4,Tienda D,Vendedor 6,P169,Producto 169,2,26.81,53.62,8.04
2025-12-19,4,Tienda D,Vendedor 4,P074,Producto 74,5,41.48,207.4,31.11
2025-02-14,8,Tienda H,Vendedor 9,P077,Producto 77,3,54.58,163.74,16.37
2025-10-10,6,Tienda F,Vendedor 6,P386,Producto 386,4,142.82,571.28,57.13
2025-09-15,4,Tienda D,Vendedor 1,P391,Producto 391,1,79.72,79.72,3.99
2025-09-08,3,Tienda C,Vendedor 6,P100,Producto 100,4,184.13,736.52,36.83
2025-09-13,7,Tienda G,Vendedor 7,P281,Producto 281,5,25.98,129.9,0.0
2025-06-14,9,Tienda I,Vendedor 8,P433,Producto 433,5,36.66,183.3,9.17
2025-04-09,2,Tienda B,Vendedor 4,P474,Producto 474,3,20.45,61.35,3.07
2025-01-15,10,Tienda J,Vendedor 3,P072,Producto 72,2,105.75,211.5,21.15
2025-03-25,3,Tienda C,Vendedor 2,P097,Producto 97,2,84.25,168.5,0.0
2025-04-19,5,Tienda E,Vendedor 8,P467,Producto 467,5,134.42,672.1,33.61
2025-06-22,9,Tienda I,Vendedor 8,P134,Producto 134,2,122.48,244.96,24.5
2025-09-11,4,Tienda D,Vendedor 1,P002,Producto 2,4,51.0,204.0,20.4
2025-06-20,7,Tienda G,Vendedor 2,P408,Producto 408,3,108.11,324.33,32.43
2025-02-26,3,Tienda C,Vendedor 2,P248,Producto 248,5,76.7,383.5,57.52
2025-09-14,2,Tienda B,Vendedor 6,P272,Producto 272,1,31.75,31.75,4.76
2025-05-19,4,Tienda D,Vendedor 10,P346,Producto 346,3,107.08,321.24,32.12
2025-12-04,8,Tienda H,Vendedor 5,P146,Producto 146,2,75.49,150.98,15.1
2025-06-11,3,Tienda C,Vendedor 4,P322,Producto 322,1,99.5,99.5,9.95
2025-10-06,3,Tienda C,Vendedor 10,P070,Producto 70,2,56.69,113.38,17.01
2025-09-21,4,Tienda D,Vendedor 2,P181,Producto 181,4,112.07,448.28,22.41
2025-11-01,2,Tienda B,Vendedor 10,P486,Producto 486,5,152.05,760.25,38.01
2025-04-08,2,Tienda B,Vendedor 10,P416,Producto 416,5,26.1,130.5,13.05
2025-04-12,3,Tienda C,Vendedor 10,P265,Producto 265,4,173.63,694.52,0.0
2025-09-05,2,Tienda B,Vendedor 8,P310,Producto 310,2,194.09,388.18,19.41
2025-09-18,7,Tienda G,Vendedor 3,P060,Producto 60,4,27.15,108.6,10.86
2025-01-13,3,Tienda C,Vendedor 1,P463,Producto 463,5,48.01,240.05,36.01
2025-07-09,10,Tienda J,Vendedor 6,P438,Producto 438,1,25.04,25.04,2.5
2025-11-09,9,Tienda I,Vendedor 8,P384,Producto 384,5,128.44,642.2,32.11
2025-02-09,4,Tienda D,Vendedor 10,P371,Producto 371,4,93.69,374.76,0.0
2025-07-11,2,Tienda B,Vendedor 3,P197,Producto 197,5,185.5,927.5,0.0
2025-02-04,8,Tienda H,Vendedor 4,P467,Producto 467,5,134.42,672.1,33.61
2025-03-12,2,Tienda B,Vendedor 9,P408,Producto 408,4,108.11,432.44,64.87
2025-09-11,1,Tienda A,Vendedor 5,P484,Producto 484,1,128.57,128.57,12.86
2025-01-19,4,Tienda D,Vendedor 8,P186,Producto 186,2,195.26,390.52,19.53
2025-11-23,10,Tienda J,Vendedor 1,P367,Producto 367,2,171.33,342.66,0.0
2025-01-06,7,Tienda G,Vendedor 3,P325,Producto 325,3,185.37,556.11,83.42
2025-05-11,10,Tienda J,Vendedor 6,P487,Producto 487,5,116.79,583.95,87.59
2025-02-24,4,Tienda D,Vendedor 5,P215,Producto 215,1,177.86,177.86,8.89
2025-06-15,9,Tienda I,Vendedor 5,P238,Producto 238,5,46.23,231.15,11.56
2025-10-11,4,Tienda D,Vendedor 3,P210,Producto 210,5,49.44,247.2,0.0
2025-10-04,7,Tienda G,Vendedor 4,P210,Producto 210,1,49.44,49.44,2.47
2025-02-25,4,Tienda D,Vendedor 6,P422,Producto 422,4,186.4,745.6,74.56
2025-01-12,5,Tienda E,Vendedor 1,P267,Producto 267,5,35.89,179.45,0.0
2025-01-02,5,Tienda E,Vendedor 7,P282,Producto 282,4,145.61,582.44,87.37
2025-02-06,3,Tienda C,Vendedor 4,P415,Producto 415,5,88.64,443.2,0.0
2025-07-21,6,Tienda F,Vendedor 5,P283,Producto 283,1,90.73,90.73,9.07
2025-06-22,3,Tienda C,Vendedor 2,P002,Producto 2,2,51.0,102.0,5.1
2025-09-21,10,Tienda J,Vendedor 5,P011,Producto 11,1,127.76,127.76,19.16
2025-02-13,10,Tienda J,Vendedor 5,P366,Producto 366,2,180.09,360.18,0.0
2025-11-27,5,Tienda E,Vendedor 10,P142,Producto 142,2,127.56,255.12,0.0
2025-10-13,2,Tienda B,Vendedor 7,P500,Producto 500,3,34.33,102.99,15.45
2025-12-10,1,Tienda A,Vendedor 4,P283,Producto 283,3,90.73,272.19,13.61
2025-04-11,1,Tienda A,Vendedor 6,P158,Producto 158,5,184.23,921.15,46.06
2025-05-03,8,Tienda H,Vendedor 6,P002,Producto 2,5,51.0,255.0,0.0
2025-03-02,8,Tienda H,Vendedor 8,P403,Producto 403,1,92.15,92.15,13.82
2025-04-12,3,Tienda C,Vendedor 3,P001,Producto 1,3,138.25,414.75,20.74
2025-04-23,6,Tienda F,Vendedor 5,P173,Producto 173,3,50.32,150.96,0.0
2025-11-30,9,Tienda I,Vendedor 3,P455,Producto 455,4,111.45,445.8,0.0
2025-04-17,10,Tienda J,Vendedor 3,P154,Producto 154,3,170.21,510.63,0.0
2025-10-15,3,Tienda C,Vendedor 2,P278,Producto 278,4,52.09,208.36,0.0
2025-06-15,7,Tienda G,Vendedor 9,P186,Producto 186,3,195.26,585.78,58.58
2025-12-07,2,Tienda B,Vendedor 9,P457,Producto 457,1,105.66,105.66,15.85
2025-04-21,8,Tienda H,Vendedor 8,P414,Producto 414,4,119.78,479.12,47.91
2025-08-31,6,Tienda F,Vendedor 5,P064,Producto 64,1,77.44,77.44,0.0
2025-10-02,3,Tienda C,Vendedor 10,P030,Producto 30,5,75.73,378.65,18.93
2025-11-16,8,Tienda H,Vendedor 6,P176,Producto 176,4,84.04,336.16,50.42
2025-05-15,3,Tienda C,Vendedor 10,P429,Producto 429,4,40.62,162.48,16.25
2025-08-20,1,Tienda A,Vendedor 1,P176,Producto 176,3,84.04,252.12,25.21
2025-04-06,3,Tienda C,Vendedor 2,P500,Producto 500,5,34.33,171.65,25.75
2025-05-29,7,Tienda G,Vendedor 4,P430,Producto 430,5,21.6,108.0,16.2
2025-06-08,1,Tienda A,Vendedor 10,P075,Producto 75,3,97.64,292.92,14.65
2025-01-15,10,Tienda J,Vendedor 9,P020,Producto 20,1,143.24,143.24,0.0
2025-05-16,9,Tienda I,Vendedor 3,P444,Producto 444,2,56.17,112.34,16.85
2025-11-07,2,Tienda B,Vendedor 8,P243,Producto 243,5,145.23,726.15,108.92
2025-05-21,7,Tienda G,Vendedor 7,P261,Producto 261,2,121.04,242.08,0.0
2025-05-17,10,Tienda J,Vendedor 8,P397,Producto 397,1,60.83,60.83,0.0
2025-05-16,9,Tienda I,Vendedor 10,P360,Producto 360,2,60.79,121.58,0.0
2025-10-15,8,Tienda H,Vendedor 1,P213,Producto 213,4,26.72,106.88,16.03
2025-05-08,3,Tienda C,Vendedor 9,P486,Producto 486,1,152.05,152.05,7.6
2025-11-26,1,Tienda A,Vendedor 4,P077,Producto 77,2,54.58,109.16,16.37
2025-01-28,7,Tienda G,Vendedor 1,P068,Producto 68,3,196.38,589.14,0.0
2025-04-20,2,Tienda B,Vendedor 1,P124,Producto 124,5,54.0,270.0,27.0
2025-12-02,5,Tienda E,Vendedor 6,P343,Producto 343,1,146.6,146.6,0.0
2025-02-24,3,Tienda C,Vendedor 4,P396,Producto 396,1,189.42,189.42,18.94
2025-05-06,9,Tienda I,Vendedor 1,P096,Producto 96,4,193.3,773.2,38.66
2025-07-07,3,Tienda C,Vendedor 1,P196,Producto 196,5,156.95,784.75,117.71
2025-09-13,4,Tienda D,Vendedor 6,P437,Producto 437,2,140.06,280.12,28.01
2025-07-08,8,Tienda H,Vendedor 9,P068,Producto 68,4,196.38,785.52,0.0
2025-03-30,4,Tienda D,Vendedor 3,P443,Producto 443,2,129.2,258.4,12.92
2025-12-26,7,Tienda G,Vendedor 8,P284,Producto 284,4,100.28,401.12,40.11
2025-05-03,6,Tienda F,Vendedor 4,P160,Producto 160,4,78.15,312.6,15.63
2025-06-27,8,Tienda H,Vendedor 8,P006,Producto 6,5,30.11,150.55,0.0
2025-07-26,3,Tienda C,Vendedor 7,P230,Producto 230,5,166.92,834.6,0.0
2025-04-30,3,Tienda C,Vendedor 1,P022,Producto 22,4,125.82,503.28,50.33
2025-05-31,4,Tienda D,Vendedor 5,P024,Producto 24,1,126.77,126.77,19.02
2025-12-19,9,Tienda I,Vendedor 6,P163,Producto 163,1,27.57,27.57,0.0
2025-06-13,1,Tienda A,Vendedor 10,P407,Producto 407,2,44.23,88.46,0.0
2025-07-09,7,Tienda G,Vendedor 1,P081,Producto 81,4,121.51,486.04,0.0
2025-08-13,8,Tienda H,Vendedor 8,P296,Producto 296,4,102.76,411.04,20.55
2025-09-23,8,Tienda H,Vendedor 9,P218,Producto 218,5,160.6,803.0,80.3
2025-05-10,7,Tienda G,Vendedor 5,P067,Producto 67,4,83.63,334.52,16.73
2025-02-11,7,Tienda G,Vendedor 4,P367,Producto 367,2,171.33,342.66,17.13
2025-10-18,8,Tienda H,Vendedor 9,P417,Producto 417,2,182.39,364.78,0.0
2025-11-29,7,Tienda G,Vendedor 9,P340,Producto 340,3,24.41,73.23,0.0
2025-11-25,7,Tienda G,Vendedor 3,P162,Producto 162,3,72.83,218.49,32.77
2025-04-11,8,Tienda H,Vendedor 6,P495,Producto 495,1,74.77,74.77,3.74
2025-05-30,1,Tienda A,Vendedor 6,P451,Producto 451,4,60.8,243.2,24.32
2025-12-20,7,Tienda G,Vendedor 3,P028,Producto 28,5,122.31,611.55,61.16
2025-05-12,7,Tienda G,Vendedor 8,P417,Producto 417,2,182.39,364.78,36.48
2025-01-12,2,Tienda B,Vendedor 5,P368,Producto 368,3,76.24,228.72,22.87
2025-08-07,5,Tienda E,Vendedor 9,P158,Producto 158,5,184.23,921.15,46.06
2025-07-18,1,Tienda A,Vendedor 7,P104,Producto 104,2,113.68,227.36,34.1
2025-10-05,7,Tienda G,Vendedor 6,P080,Producto 80,2,87.46,174.92,0.0
